CustomerId,Id,AttributeId,AttributeValueId,Name,Description,ShowOnPage,DisplayOrder,Value
15730,231239,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15730,482277,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
14529,138522,5,8,Kanal kupca za cenovnik,,TRUE,1,2
14529,233215,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14529,487707,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
5458,160128,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5458,198472,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5458,483623,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
39906,125540,5,8,Kanal kupca za cenovnik,,TRUE,1,1
39906,235417,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39906,473592,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
55522,147126,5,8,Kanal kupca za cenovnik,,TRUE,1,1
55522,205563,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
55522,473910,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
130247,521249,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
130247,512098,5,8,Kanal kupca za cenovnik,,TRUE,1,3
130247,512109,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
130247,512121,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
18463,133036,5,8,Kanal kupca za cenovnik,,TRUE,1,1
18463,206606,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
18463,499445,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
571,132995,5,8,Kanal kupca za cenovnik,,TRUE,1,1
571,213756,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
571,493540,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
15942,117860,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15942,241844,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15942,481339,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
124433,177270,5,8,Kanal kupca za cenovnik,,TRUE,1,1
124433,215964,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
124433,478223,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
17796,136979,5,8,Kanal kupca za cenovnik,,TRUE,1,1
17796,222821,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
17796,488320,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
8360,515864,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
8360,182673,5,8,Kanal kupca za cenovnik,,TRUE,1,2
8360,234221,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
8360,469390,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
44351,151002,5,8,Kanal kupca za cenovnik,,TRUE,1,4
44351,223973,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
44351,480157,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
116038,151816,5,8,Kanal kupca za cenovnik,,TRUE,1,1
116038,193245,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
116038,478037,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
40293,175629,5,8,Kanal kupca za cenovnik,,TRUE,1,1
40293,230545,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
40293,492955,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
125424,509997,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
125424,510003,5,8,Kanal kupca za cenovnik,,TRUE,1,1
125424,510015,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
15197,151548,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15197,223355,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15197,454819,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
25917,141766,5,8,Kanal kupca za cenovnik,,TRUE,1,1
25917,212996,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
25917,474106,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
21952,160263,5,8,Kanal kupca za cenovnik,,TRUE,1,1
21952,236525,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
21952,490059,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
7845,143439,5,8,Kanal kupca za cenovnik,,TRUE,1,1
7845,227788,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
7845,496131,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
5452,135414,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5452,202067,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5452,475188,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
46684,137131,5,8,Kanal kupca za cenovnik,,TRUE,1,1
46684,206807,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
46684,462057,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
19297,124244,5,8,Kanal kupca za cenovnik,,TRUE,1,1
19297,231173,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
19297,485984,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
10862,155123,5,8,Kanal kupca za cenovnik,,TRUE,1,1
10862,235907,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
10862,458847,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
82920,515584,16,40,Kanal prve komunikacije,Dodeljujemo atribut kupcu u zavisnosti od toga kako nas je prvi put kontaktirao,FALSE,0,PG
82920,511574,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
82920,511577,5,8,Kanal kupca za cenovnik,,TRUE,1,1
82920,511595,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
48215,148841,5,8,Kanal kupca za cenovnik,,TRUE,1,1
48215,225076,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
48215,469325,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
1453,151865,5,8,Kanal kupca za cenovnik,,TRUE,1,1
1453,194676,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
1453,477885,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
125476,190712,5,8,Kanal kupca za cenovnik,,TRUE,1,1
125476,221515,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
125476,498053,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
5991,135381,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5991,206351,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5991,483167,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
119239,181341,5,8,Kanal kupca za cenovnik,,TRUE,1,2
119239,213552,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
119239,478527,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
50408,157478,5,8,Kanal kupca za cenovnik,,TRUE,1,1
50408,193361,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
50408,497658,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
117097,184211,5,8,Kanal kupca za cenovnik,,TRUE,1,1
117097,230320,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
117097,470630,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
22126,144851,5,8,Kanal kupca za cenovnik,,TRUE,1,1
22126,197773,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
22126,469373,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
31105,186042,5,8,Kanal kupca za cenovnik,,TRUE,1,1
31105,195274,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
31105,453862,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
33748,520160,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
33748,152172,5,8,Kanal kupca za cenovnik,,TRUE,1,4
33748,223550,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
33748,466462,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
16708,146164,5,8,Kanal kupca za cenovnik,,TRUE,1,1
16708,214852,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16708,469465,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
12605,139215,5,8,Kanal kupca za cenovnik,,TRUE,1,1
12605,204364,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
12605,459806,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
13425,179487,5,8,Kanal kupca za cenovnik,,TRUE,1,2
13425,214232,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
13425,487463,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
53868,182167,5,8,Kanal kupca za cenovnik,,TRUE,1,1
53868,199802,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
53868,482838,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
54602,130152,5,8,Kanal kupca za cenovnik,,TRUE,1,1
54602,208316,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
54602,480677,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
125967,189155,5,8,Kanal kupca za cenovnik,,TRUE,1,1
125967,241730,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
125967,478370,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
18032,517362,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
18032,183961,5,8,Kanal kupca za cenovnik,,TRUE,1,2
18032,222240,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Da
18032,484745,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
48152,519791,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
48152,125215,5,8,Kanal kupca za cenovnik,,TRUE,1,3
48152,229932,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
48152,486858,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
3821,137329,5,8,Kanal kupca za cenovnik,,TRUE,1,1
3821,231882,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
3821,471123,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
38869,520397,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
38869,158685,5,8,Kanal kupca za cenovnik,,TRUE,1,4
38869,236393,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
38869,485787,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
124533,181648,5,8,Kanal kupca za cenovnik,,TRUE,1,1
124533,220639,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
124533,468336,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
14286,143947,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14286,209370,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14286,482540,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
16343,136284,5,8,Kanal kupca za cenovnik,,TRUE,1,1
16343,232809,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16343,482965,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
3167,185492,5,8,Kanal kupca za cenovnik,,TRUE,1,1
3167,198704,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
3167,496654,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
127677,245416,5,8,Kanal kupca za cenovnik,,TRUE,1,1
127677,245436,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
127677,473207,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
50055,520651,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
50055,148082,5,8,Kanal kupca za cenovnik,,TRUE,1,3
50055,219083,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
50055,469760,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
35287,148553,5,8,Kanal kupca za cenovnik,,TRUE,1,1
35287,216854,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
35287,458469,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
23792,142674,5,8,Kanal kupca za cenovnik,,TRUE,1,1
23792,230901,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
23792,503094,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
37116,128882,5,8,Kanal kupca za cenovnik,,TRUE,1,4
37116,216618,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
37116,487586,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
1110,517168,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
1110,132972,5,8,Kanal kupca za cenovnik,,TRUE,1,4
1110,208066,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
1110,477525,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
13214,119330,5,8,Kanal kupca za cenovnik,,TRUE,1,1
13214,203363,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
13214,500577,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
26470,148181,5,8,Kanal kupca za cenovnik,,TRUE,1,1
26470,241764,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
26470,499289,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
35909,516871,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
35909,145989,5,8,Kanal kupca za cenovnik,,TRUE,1,4
35909,194511,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
35909,457358,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
18959,132318,5,8,Kanal kupca za cenovnik,,TRUE,1,1
18959,240359,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
18959,457707,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
119430,178451,5,8,Kanal kupca za cenovnik,,TRUE,1,1
119430,237161,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
119430,455874,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
6575,134221,5,8,Kanal kupca za cenovnik,,TRUE,1,1
6575,223024,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
6575,490664,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
44712,191226,5,8,Kanal kupca za cenovnik,,TRUE,1,2
44712,230453,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
44712,480341,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
607,517040,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
607,127696,5,8,Kanal kupca za cenovnik,,TRUE,1,4
607,208076,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
607,492965,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
33038,157743,5,8,Kanal kupca za cenovnik,,TRUE,1,1
33038,217523,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
33038,478475,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
12669,186144,5,8,Kanal kupca za cenovnik,,TRUE,1,2
12669,225916,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
12669,479265,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
53179,143019,5,8,Kanal kupca za cenovnik,,TRUE,1,1
53179,214865,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
53179,473167,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
44348,179804,5,8,Kanal kupca za cenovnik,,TRUE,1,4
44348,211737,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
44348,497015,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
128058,504816,5,8,Kanal kupca za cenovnik,,TRUE,1,1
128058,504935,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
128058,504957,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
128652,509279,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
128652,509283,5,8,Kanal kupca za cenovnik,,TRUE,1,1
128652,509299,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
122571,174407,5,8,Kanal kupca za cenovnik,,TRUE,1,2
122571,206391,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
122571,470334,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
11411,143169,5,8,Kanal kupca za cenovnik,,TRUE,1,1
11411,232095,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
11411,488779,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
123447,174474,5,8,Kanal kupca za cenovnik,,TRUE,1,1
123447,192624,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
123447,489813,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
46966,518394,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
46966,149748,5,8,Kanal kupca za cenovnik,,TRUE,1,2
46966,214763,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
46966,501509,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
24333,129789,5,8,Kanal kupca za cenovnik,,TRUE,1,1
24333,224734,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
24333,491338,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
109958,185792,5,8,Kanal kupca za cenovnik,,TRUE,1,1
109958,194473,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
109958,479085,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
19363,138340,5,8,Kanal kupca za cenovnik,,TRUE,1,1
19363,205428,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
19363,463695,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
5599,140389,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5599,225449,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5599,468922,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
43963,177579,5,8,Kanal kupca za cenovnik,,TRUE,1,1
43963,232022,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
43963,456486,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
6108,123703,5,8,Kanal kupca za cenovnik,,TRUE,1,1
6108,218342,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
6108,470935,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
8306,137415,5,8,Kanal kupca za cenovnik,,TRUE,1,1
8306,208177,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
8306,495869,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
8849,144705,5,8,Kanal kupca za cenovnik,,TRUE,1,1
8849,197356,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
8849,457538,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
51859,141264,5,8,Kanal kupca za cenovnik,,TRUE,1,1
51859,238953,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
51859,459375,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
44315,173964,5,8,Kanal kupca za cenovnik,,TRUE,1,1
44315,197080,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
44315,490224,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
12825,176139,5,8,Kanal kupca za cenovnik,,TRUE,1,1
12825,212362,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
12825,493942,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
113193,244509,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
113193,244529,5,8,Kanal kupca za cenovnik,,TRUE,1,1
113193,455117,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
14105,153435,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14105,224113,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14105,478883,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
124922,186394,5,8,Kanal kupca za cenovnik,,TRUE,1,1
124922,239975,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
124922,497867,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
7527,144321,5,8,Kanal kupca za cenovnik,,TRUE,1,4
7527,240453,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
7527,501616,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
15385,159038,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15385,207430,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15385,464341,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
9566,144722,5,8,Kanal kupca za cenovnik,,TRUE,1,1
9566,221775,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
9566,489994,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
15214,159427,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15214,240730,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15214,478213,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
98274,515701,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
98274,139548,5,8,Kanal kupca za cenovnik,,TRUE,1,2
98274,215153,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
98274,495892,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
9514,517746,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
9514,142685,5,8,Kanal kupca za cenovnik,,TRUE,1,4
9514,213058,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
9514,501168,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
10579,117191,5,8,Kanal kupca za cenovnik,,TRUE,1,1
10579,217795,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
10579,472280,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
48886,184555,5,8,Kanal kupca za cenovnik,,TRUE,1,1
48886,231207,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
48886,452465,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
22652,127758,5,8,Kanal kupca za cenovnik,,TRUE,1,1
22652,229861,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
22652,464485,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
8083,132935,5,8,Kanal kupca za cenovnik,,TRUE,1,1
8083,209655,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
8083,462621,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
17351,142152,5,8,Kanal kupca za cenovnik,,TRUE,1,1
17351,202372,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
17351,472100,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
15405,132605,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15405,196095,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15405,454637,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
13600,141776,5,8,Kanal kupca za cenovnik,,TRUE,1,1
13600,203101,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
13600,475557,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
39113,123194,5,8,Kanal kupca za cenovnik,,TRUE,1,1
39113,203906,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39113,473810,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
9146,142325,5,8,Kanal kupca za cenovnik,,TRUE,1,1
9146,238345,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
9146,469190,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
34126,520254,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
34126,145860,5,8,Kanal kupca za cenovnik,,TRUE,1,4
34126,242088,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
34126,456714,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
39375,184257,5,8,Kanal kupca za cenovnik,,TRUE,1,1
39375,221455,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39375,498920,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
38545,507385,5,8,Kanal kupca za cenovnik,,TRUE,1,1
38545,507447,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
38545,507523,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
127922,509423,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
127922,509430,5,8,Kanal kupca za cenovnik,,TRUE,1,2
127922,509450,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
125323,187464,5,8,Kanal kupca za cenovnik,,TRUE,1,1
125323,236218,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
125323,472374,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
10738,119542,5,8,Kanal kupca za cenovnik,,TRUE,1,1
10738,224785,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
10738,490223,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
34121,520249,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
34121,152143,5,8,Kanal kupca za cenovnik,,TRUE,1,4
34121,216401,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
34121,471909,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
54653,153869,5,8,Kanal kupca za cenovnik,,TRUE,1,1
54653,230417,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
