CustomerId,CategoryOfItemsId,Turnover,Potential,UnusedPotential,NoOfItems,Name
127126,7806,2370982.79,2556803.81,185821.02,61,Rukavice - Zaštita na radu
127126,7815,5693159.25,5693159.25,0,247,Radna odeća -Zaštita na radu
127126,7819,1660033.87,2261117.14,601083.27,12,PUR pene                      
127126,7820,1038911.43,1064134.94,25223.51,39,MASTER mašine                 
127126,7834,1258295.46,1661684.46,403389,39,"Bašta - Konektori, Ventili, Slavine"
127126,7882,1750080.01,2514045.86,763965.85,39,Sanitar - Daske za WC
127126,7884,1050002.41,1499845.09,449842.68,9,Silikoni                      
127126,7890,1920901.91,2967897.13,1046995.22,30,Sanitar - Slavine 
127126,7892,1327129.25,1787827.09,460697.84,89,Sanitar - Tuš program/razno
127126,7893,18808577.25,21526579.18,2718001.93,74,Bašta - motorni program
127126,7907,376698.72,0,0,0,Bašta - Creva za vodu
127126,7909,5921978.4,6549750.36,627771.96,373,Cipele - Zaštita na radu
127126,7998,2735189.76,3096671.31,361481.55,226,RUČNI ALAT
127126,8010,791422.5,1246868.6,455446.1,2,Bašta - Baštenski nameštaj
127126,8057,1039167.76,1290319.58,251151.82,40,Pantalone - Zaštita na radu
127126,8062,1389289.26,1583264.67,193975.41,58,Radna odela - Zaštita na radu
7929,7805,0,22473.95,22473.95,0,K+D/MS Polimeri               
7929,7806,0,10386.92,10386.92,0,Rukavice - Zaštita na radu
7929,7815,0,21105.61,21105.61,0,Radna odeća -Zaštita na radu
7929,7820,0,42234.82,42234.82,0,MASTER mašine                 
7929,7838,0,15548.49,15548.49,0,Papiri za brisanje            
7929,7853,0,14160.42,14160.42,0,Rezne ploče          
7929,7859,1480.46,8670.21,7189.75,1,Podmazivači                   
7929,7860,0,9870.76,9870.76,0,Radionička oprema             
7929,7867,0,8239.11,8239.11,0,DOS lepkovi i Super RTV       
7929,7909,0,17379.91,17379.91,0,Cipele - Zaštita na radu
7929,7998,0,50262.99,50262.99,0,RUČNI ALAT
7929,8055,0,154742.43,154742.43,0,Auto Stakla- Lepak i Alat
7929,8057,0,9698.75,9698.75,0,Pantalone - Zaštita na radu
7929,8059,10179.84,10179.84,0,1,Čistač kočnica
7929,8062,0,8773.53,8773.53,0,Radna odela - Zaštita na radu
124535,7803,153,0,0,0,Ostalo                        
124535,7806,897,10924.07,10027.07,1,Rukavice - Zaštita na radu
124535,7808,0,5304.06,5304.06,0,Burgije za metal              
124535,7809,0,6475.36,6475.36,0,"Ostali rezni alat (ureznice, n"
124535,7815,14940,54697.84,39757.84,3,Radna odeća -Zaštita na radu
124535,7820,12990,40641.97,27651.97,1,MASTER mašine                 
124535,7821,1638,0,0,0,Samobušeći vijci              
124535,7836,0,8902.26,8902.26,0,"Ankeri, tiplovi               "
124535,7849,0,13585.47,13585.47,0,Protivpožarna zaštita
124535,7853,1421.16,0,0,0,Rezne ploče          
124535,7862,10548.62,11855.61,1306.99,4,Mašinski navoj                
124535,7865,0,10171.99,10171.99,0,Šelne sa gumom i instalacije
124535,7870,425.49,0,0,0,Izolir i vulkanizirajuće trake
124535,7909,4890.2,40231.43,35341.23,1,Cipele - Zaštita na radu
124535,7982,0,8745.16,8745.16,0,Navojne štangle
124535,7983,0,5650.49,5650.49,0,Varifix
124535,7998,1037.06,40317.6,39280.54,3,RUČNI ALAT
124535,8057,0,11835.21,11835.21,0,Pantalone - Zaštita na radu
124535,8062,5979.4,5979.4,0,2,Radna odela - Zaštita na radu
114952,7806,7586.13,39090.85,31504.72,4,Rukavice - Zaštita na radu
114952,7815,85,67588.88,67503.88,4,Radna odeća -Zaštita na radu
114952,7819,0,40710.98,40710.98,0,PUR pene                      
114952,7820,0,83317.81,83317.81,0,MASTER mašine                 
114952,7829,0,29759.92,29759.92,0,Vijci za gips                 
114952,7836,0,23731.05,23731.05,0,"Ankeri, tiplovi               "
114952,7853,0,33272.01,33272.01,0,Rezne ploče          
114952,7867,0,23122.15,23122.15,0,DOS lepkovi i Super RTV       
114952,7870,0,26992.77,26992.77,0,Izolir i vulkanizirajuće trake
114952,7891,0,19792.43,19792.43,0,Lak sprejevi                  
114952,7893,0,30353.91,30353.91,0,Bašta - motorni program
114952,7908,0,33359.83,33359.83,0,Masti                         
114952,7909,10832.5,66842.25,56009.75,4,Cipele - Zaštita na radu
114952,7998,0,46033.72,46033.72,0,RUČNI ALAT
114952,8062,22007.7,22007.7,0,8,Radna odela - Zaštita na radu
39798,7805,0,54792.61,54792.61,0,K+D/MS Polimeri               
39798,7806,30209.52,227467.17,197257.65,6,Rukavice - Zaštita na radu
39798,7815,0,672566.19,672566.19,0,Radna odeća -Zaštita na radu
39798,7819,0,53379.31,53379.31,0,PUR pene                      
39798,7820,149989.7,149989.7,0,1,MASTER mašine                 
39798,7852,0,81995.55,81995.55,0,ZEBRA Shark tiplovi           
39798,7856,0,84156.82,84156.82,0,Vijci za drvo                 
39798,7859,0,127655.18,127655.18,0,Podmazivači                   
39798,7884,0,117196.36,117196.36,0,Silikoni                      
39798,7889,0,53141.48,53141.48,0,Čišćenje ruku                 
39798,7909,28768.72,1461431.12,1432662.4,6,Cipele - Zaštita na radu
39798,7998,2571.75,263749.72,261177.97,2,RUČNI ALAT
39798,8057,0,264533.37,264533.37,0,Pantalone - Zaštita na radu
39798,8059,0,93585.69,93585.69,0,Čistač kočnica
39798,8062,0,418780.93,418780.93,0,Radna odela - Zaštita na radu
99287,7800,0,37987.09,37987.09,0,Sijalice                      
99287,7806,3940.94,33689.62,29748.68,1,Rukavice - Zaštita na radu
99287,7815,0,80924.29,80924.29,0,Radna odeća -Zaštita na radu
99287,7820,0,53460.81,53460.81,0,MASTER mašine                 
99287,7859,0,36944.05,36944.05,0,Podmazivači                   
99287,7860,0,23282.68,23282.68,0,Radionička oprema             
99287,7889,3990,0,0,0,Čišćenje ruku                 
99287,7898,0,24897.62,24897.62,0,Zavarivanje - Aparati za zavar
99287,7900,0,39369.7,39369.7,0,Antifriz                      
99287,7904,0,62899.83,62899.83,0,Triathlon                     
99287,7908,0,47619.92,47619.92,0,Masti                         
99287,7909,0,41731.78,41731.78,0,Cipele - Zaštita na radu
99287,7986,0,31085.49,31085.49,0,Hidraulična ulja
99287,7998,1,109262.59,109261.59,1,RUČNI ALAT
99287,8059,0,39963.76,39963.76,0,Čistač kočnica
99287,8062,21985.38,21985.38,0,5,Radna odela - Zaštita na radu
131055,7815,0,11308.59,11308.59,0,Radna odeća -Zaštita na radu
131055,7819,0,60333.77,60333.77,0,PUR pene                      
131055,7820,0,15687.49,15687.49,0,MASTER mašine                 
131055,7842,0,4280.03,4280.03,0,Građevinske burgije           
131055,7846,0,15976.51,15976.51,0,Elastični tiplovi i Turbo vijc
131055,7853,0,4751.07,4751.07,0,Rezne ploče          
131055,7856,0,3299.98,3299.98,0,Vijci za drvo                 
131055,7884,0,8166.05,8166.05,0,Silikoni                      
131055,7888,0,7943.27,7943.27,0,Vijci za PVC                  
131055,7898,0,4927.57,4927.57,0,Zavarivanje - Aparati za zavar
131055,7909,8990.1,8990.1,0,1,Cipele - Zaštita na radu
131055,7992,0,3657.79,3657.79,0,Kompresori
131055,7998,0,11758.44,11758.44,0,RUČNI ALAT
131055,8057,0,6575.83,6575.83,0,Pantalone - Zaštita na radu
131055,8062,0,3653.65,3653.65,0,Radna odela - Zaštita na radu
55607,7806,0,3943.19,3943.19,0,Rukavice - Zaštita na radu
55607,7809,0,1422.45,1422.45,0,"Ostali rezni alat (ureznice, n"
55607,7815,0,3940.71,3940.71,0,Radna odeća -Zaštita na radu
55607,7820,0,5247.34,5247.34,0,MASTER mašine                 
55607,7831,0,3822.32,3822.32,0,Odmašćivači                   
55607,7838,0,1452.14,1452.14,0,Papiri za brisanje            
55607,7843,0,1472.46,1472.46,0,Obrada materijala (najlonski d
55607,7859,7275.9,7275.9,0,1,Podmazivači                   
55607,7862,0,1998.05,1998.05,0,Mašinski navoj                
55607,7867,0,5243.59,5243.59,0,DOS lepkovi i Super RTV       
55607,7868,0,1386.04,1386.04,0,Pneumatska instalacija        
55607,7909,0,19584.79,19584.79,0,Cipele - Zaštita na radu
55607,7998,0,9167.67,9167.67,0,RUČNI ALAT
55607,8059,0,1920.99,1920.99,0,Čistač kočnica
55607,8062,0,4385.57,4385.57,0,Radna odela - Zaštita na radu
118473,7806,761.89,100067.52,99305.63,2,Rukavice - Zaštita na radu
118473,7815,0,154440.99,154440.99,0,Radna odeća -Zaštita na radu
118473,7819,50579.64,148118.67,97539.03,1,PUR pene                      
118473,7820,15980,113840.81,97860.81,1,MASTER mašine                 
118473,7842,236.8,0,0,0,Građevinske burgije           
118473,7843,0,68701.48,68701.48,0,Obrada materijala (najlonski d
118473,7852,13786.2,26165.13,12378.93,1,ZEBRA Shark tiplovi           
118473,7854,0,244847.93,244847.93,0,Lepak za drvo                 
118473,7856,22115.22,242274.57,220159.35,7,Vijci za drvo                 
118473,7860,4432.6,0,0,0,Radionička oprema             
118473,7862,793.8,163172.52,162378.72,1,Mašinski navoj                
118473,7884,91134.96,91134.96,0,4,Silikoni                      
118473,7908,3145,0,0,0,Masti                         
118473,7909,5909.64,153967.07,148057.43,1,Cipele - Zaštita na radu
118473,7992,0,25601.78,25601.78,0,Kompresori
118473,7998,5139.96,95654.64,90514.68,2,RUČNI ALAT
118473,8057,0,38814.21,38814.21,0,Pantalone - Zaštita na radu
118473,8062,0,126139.92,126139.92,0,Radna odela - Zaštita na radu
42219,7800,38998.08,38998.08,0,1,Sijalice                      
42219,7806,29279.51,34586.24,5306.73,7,Rukavice - Zaštita na radu
42219,7810,384.93,0,0,0,Lamelarni brusni diskovi      
42219,7815,81560,83078.02,1518.02,7,Radna odeća -Zaštita na radu
42219,7820,0,54883.62,54883.62,0,MASTER mašine                 
42219,7828,25000,0,0,0,Zatezne i trake za nošenje ter
42219,7859,16636.33,37927.28,21290.95,4,Podmazivači                   
42219,7860,0,23902.33,23902.33,0,Radionička oprema             
42219,7865,123.58,0,0,0,Šelne sa gumom i instalacije
42219,7877,8345.5,0,0,0,Kablovske vezice              
42219,7889,2630,0,0,0,Čišćenje ruku                 
42219,7898,0,25560.25,25560.25,0,Zavarivanje - Aparati za zavar
42219,7900,0,40417.49,40417.49,0,Antifriz                      
42219,7904,0,64573.85,64573.85,0,Triathlon                     
42219,7905,2652.44,0,0,0,Sredstva za negu i održavanje 
42219,7908,12240,48887.28,36647.28,1,Masti                         
42219,7909,38027.14,42842.44,4815.3,9,Cipele - Zaštita na radu
42219,7986,0,31912.81,31912.81,0,Hidraulična ulja
42219,7988,24580.1,0,0,0,Freon
42219,7998,19336.32,112170.51,92834.19,6,RUČNI ALAT
42219,7999,2070.13,0,0,0,Auto specijal
42219,8059,8592,41027.36,32435.36,1,Čistač kočnica
42219,8062,13256.4,22570.5,9314.1,5,Radna odela - Zaštita na radu
127769,7806,705.72,5701.06,4995.34,2,Rukavice - Zaštita na radu
127769,7808,0,3816.32,3816.32,0,Burgije za metal              
127769,7815,11771.52,18222.03,6450.51,5,Radna odeća -Zaštita na radu
127769,7820,0,9029.36,9029.36,0,MASTER mašine                 
127769,7836,0,4844.02,4844.02,0,"Ankeri, tiplovi               "
127769,7842,0,4616.11,4616.11,0,Građevinske burgije           
127769,7849,0,4088.62,4088.62,0,Protivpožarna zaštita
127769,7862,0,6714.86,6714.86,0,Mašinski navoj                
127769,7877,0,4526.01,4526.01,0,Kablovske vezice              
127769,7909,0,15293.59,15293.59,0,Cipele - Zaštita na radu
127769,7982,0,11102.13,11102.13,0,Navojne štangle
127769,7983,0,7625.24,7625.24,0,Varifix
127769,7998,500,7929.62,7429.62,1,RUČNI ALAT
127769,8057,3990,3990,0,1,Pantalone - Zaštita na radu
127769,8062,0,7199.38,7199.38,0,Radna odela - Zaštita na radu
16187,7800,0,33439.11,33439.11,0,Sijalice                      
16187,7806,0,55274.18,55274.18,0,Rukavice - Zaštita na radu
16187,7815,0,22958.84,22958.84,0,Radna odeća -Zaštita na radu
16187,7820,0,59374.04,59374.04,0,MASTER mašine                 
16187,7838,0,73829.12,73829.12,0,Papiri za brisanje            
16187,7859,29478.09,62408.21,32930.12,5,Podmazivači                   
16187,7867,0,30573.45,30573.45,0,DOS lepkovi i Super RTV       
16187,7900,0,58283.61,58283.61,0,Antifriz                      
16187,7909,0,81186.01,81186.01,0,Cipele - Zaštita na radu
16187,7988,0,98958.25,98958.25,0,Freon
16187,7998,0,183577.69,183577.69,0,RUČNI ALAT
16187,7999,0,70359.6,70359.6,0,Auto specijal
16187,8055,0,66709.92,66709.92,0,Auto Stakla- Lepak i Alat
16187,8059,227136,227136,0,1,Čistač kočnica
16187,8061,0,52060.81,52060.81,0,Jednokratne rukavice - Zaštita na radu
39094,7803,153,0,0,0,Ostalo                        
39094,7805,0,141508.79,141508.79,0,K+D/MS Polimeri               
39094,7806,29585,65378.63,35793.63,1,Rukavice - Zaštita na radu
39094,7808,86.22,0,0,0,Burgije za metal              
39094,7810,0,50434.96,50434.96,0,Lamelarni brusni diskovi      
39094,7815,0,90167.98,90167.98,0,Radna odeća -Zaštita na radu
39094,7819,0,41253.4,41253.4,0,PUR pene                      
39094,7820,0,80268.66,80268.66,0,MASTER mašine                 
39094,7836,0,65266.98,65266.98,0,"Ankeri, tiplovi               "
39094,7853,0,70695.89,70695.89,0,Rezne ploče          
39094,7862,0,55762.31,55762.31,0,Mašinski navoj                
39094,7895,991.44,82646.21,81654.77,1,Oprema i sprej za zavarivanje 
39094,7897,3280.5,121862.84,118582.34,1,Zavarivanje - Žica za zavariva
39094,7898,0,100790.62,100790.62,0,Zavarivanje - Aparati za zavar
39094,7909,0,99189.81,99189.81,0,Cipele - Zaštita na radu
39094,7998,0,84079.76,84079.76,0,RUČNI ALAT
39094,8062,69968.4,69968.4,0,9,Radna odela - Zaštita na radu
55941,7806,839.37,839.37,0,1,Rukavice - Zaštita na radu
55941,7815,990.12,30483.45,29493.33,1,Radna odeća -Zaštita na radu
55941,7820,0,2304.53,2304.53,0,MASTER mašine                 
55941,7859,0,547.04,547.04,0,Podmazivači                   
55941,7860,0,1566.79,1566.79,0,Radionička oprema             
55941,7866,0,3119.98,3119.98,0,Čišćenje i nega površina      
55941,7897,0,479.77,479.77,0,Zavarivanje - Žica za zavariva
55941,7909,6484.14,12847.41,6363.27,2,Cipele - Zaštita na radu
55941,7998,0,852.15,852.15,0,RUČNI ALAT
55941,8006,0,477.79,477.79,0,KABLOVI I MOTALICE
55941,8010,0,1246.79,1246.79,0,Bašta - Baštenski nameštaj
55941,8057,0,6990.24,6990.24,0,Pantalone - Zaštita na radu
55941,8059,0,836.6,836.6,0,Čistač kočnica
55941,8061,0,1335.98,1335.98,0,Jednokratne rukavice - Zaštita na radu
55941,8062,0,1141.87,1141.87,0,Radna odela - Zaštita na radu
13025,7800,62471.97,482734.06,420262.09,8,Sijalice                      
13025,7806,4.92,167051.8,167046.88,1,Rukavice - Zaštita na radu
13025,7815,36.27,76425.97,76389.7,1,Radna odeća -Zaštita na radu
13025,7859,19328.16,65794.55,46466.39,4,Podmazivači                   
13025,7863,262325.62,449708.24,187382.62,35,Brisači auto stakla           
13025,7869,60260.62,60260.62,0,11,"Šelne za creva, ZEBRA         "
13025,7871,0,42094.26,42094.26,0,WOW i Klima stanice                        
13025,7874,93510.39,94986.75,1476.36,6,"Creva za gorivo, PVC creva    "
13025,7877,12834.59,0,0,0,Kablovske vezice              
13025,7900,28002,353315.58,325313.58,1,Antifriz                      
13025,7904,0,43556.96,43556.96,0,Triathlon                     
13025,7905,50054.97,90817.78,40762.81,3,Sredstva za negu i održavanje 
13025,7909,15859.57,134326.16,118466.59,3,Cipele - Zaštita na radu
13025,7986,13680,0,0,0,Hidraulična ulja
13025,7998,23.74,171179.01,171155.27,2,RUČNI ALAT
13025,8057,3819,81013.67,77194.67,1,Pantalone - Zaštita na radu
13025,8059,85135.92,502155.02,417019.1,1,Čistač kočnica
14882,7806,173.08,5803.66,5630.58,1,Rukavice - Zaštita na radu
14882,7815,0,2413.12,2413.12,0,Radna odeća -Zaštita na radu
14882,7820,0,1519.76,1519.76,0,MASTER mašine                 
14882,7836,0,1131.97,1131.97,0,"Ankeri, tiplovi               "
14882,7853,2317.07,2317.07,0,1,Rezne ploče          
14882,7859,727.12,2269.93,1542.81,1,Podmazivači                   
14882,7867,0,1466.29,1466.29,0,DOS lepkovi i Super RTV       
14882,7870,0,1941,1941,0,Izolir i vulkanizirajuće trake
14882,7884,0,1131.21,1131.21,0,Silikoni                      
14882,7895,0,1052.73,1052.73,0,Oprema i sprej za zavarivanje 
14882,7897,0,1408.38,1408.38,0,Zavarivanje - Žica za zavariva
14882,7909,0,4678.31,4678.31,0,Cipele - Zaštita na radu
14882,7982,0,8974.55,8974.55,0,Navojne štangle
14882,7998,3.52,3674.91,3671.39,1,RUČNI ALAT
14882,8062,0,3281.98,3281.98,0,Radna odela - Zaštita na radu
17688,7800,0,43517.73,43517.73,0,Sijalice                      
17688,7806,0,138619.96,138619.96,0,Rukavice - Zaštita na radu
17688,7815,5180,92150.51,86970.51,2,Radna odeća -Zaštita na radu
17688,7820,0,238860.81,238860.81,0,MASTER mašine                 
17688,7859,0,40367.96,40367.96,0,Podmazivači                   
17688,7860,0,117263.28,117263.28,0,Radionička oprema             
17688,7863,0,74171.98,74171.98,0,Brisači auto stakla           
17688,7868,0,59173.49,59173.49,0,Pneumatska instalacija        
17688,7871,0,39813.99,39813.99,0,WOW i Klima stanice                        
17688,7877,0,45301.78,45301.78,0,Kablovske vezice              
17688,7909,10186.44,175780.34,165593.9,3,Cipele - Zaštita na radu
17688,7988,0,40346.36,40346.36,0,Freon
17688,7998,8950,323246.82,314296.82,1,RUČNI ALAT
17688,7999,2070.13,0,0,0,Auto specijal
17688,8057,39006.8,39006.8,0,3,Pantalone - Zaštita na radu
17688,8059,0,118184.19,118184.19,0,Čistač kočnica
48572,7805,0,24486.48,24486.48,0,K+D/MS Polimeri               
48572,7806,0,11317.07,11317.07,0,Rukavice - Zaštita na radu
48572,7815,0,22995.61,22995.61,0,Radna odeća -Zaštita na radu
48572,7820,0,46016.93,46016.93,0,MASTER mašine                 
48572,7822,6621.17,0,0,0,"Zaštita od korozije, Grundfarb"
48572,7838,0,16940.86,16940.86,0,Papiri za brisanje            
48572,7853,3783.74,15428.48,11644.74,2,Rezne ploče          
48572,7859,0,9446.62,9446.62,0,Podmazivači                   
48572,7860,0,10754.68,10754.68,0,Radionička oprema             
48572,7867,0,8976.92,8976.92,0,DOS lepkovi i Super RTV       
48572,7909,10370.3,18936.28,8565.98,3,Cipele - Zaštita na radu
48572,7998,648.92,54764.02,54115.1,1,RUČNI ALAT
48572,8055,0,168599.56,168599.56,0,Auto Stakla- Lepak i Alat
48572,8057,0,10567.27,10567.27,0,Pantalone - Zaštita na radu
48572,8059,0,11091.44,11091.44,0,Čistač kočnica
48572,8062,9559.2,9559.2,0,1,Radna odela - Zaštita na radu
16405,7798,5403.3,55643.28,50239.98,2,Brzomontirajući tiplovi       
16405,7805,0,68568.71,68568.71,0,K+D/MS Polimeri               
16405,7806,0,31514.77,31514.77,0,Rukavice - Zaštita na radu
16405,7810,0,22731.81,22731.81,0,Lamelarni brusni diskovi      
16405,7814,0,357368.71,357368.71,0,Fasadna mrežica               
16405,7815,0,31494.09,31494.09,0,Radna odeća -Zaštita na radu
16405,7819,16859.88,296425.06,279565.18,1,PUR pene                      
16405,7829,8071,223355.71,215284.71,3,Vijci za gips                 
16405,7852,6022.8,23302.3,17279.5,1,ZEBRA Shark tiplovi           
16405,7853,0,39211.19,39211.19,0,Rezne ploče          
16405,7856,0,26573.09,26573.09,0,Vijci za drvo                 
16405,7884,0,44843,44843,0,Silikoni                      
16405,7885,0,22890.18,22890.18,0,"Pištolji za sprej boce, kartuš"
16405,7893,35728.28,35728.28,0,1,Bašta - motorni program
16405,7902,0,108317.75,108317.75,0,Folije                        
35868,7805,0,102064.8,102064.8,0,K+D/MS Polimeri               
35868,7806,7622.95,80043.58,72420.63,3,Rukavice - Zaštita na radu
35868,7808,0,60767,60767,0,Burgije za metal              
35868,7819,0,175501.71,175501.71,0,PUR pene                      
35868,7820,0,54195.15,54195.15,0,MASTER mašine                 
35868,7829,0,60671.21,60671.21,0,Vijci za gips                 
35868,7853,15967.38,94185,78217.62,2,Rezne ploče          
35868,7862,0,59667.31,59667.31,0,Mašinski navoj                
35868,7884,0,64611.41,64611.41,0,Silikoni                      
35868,7893,0,151467.46,151467.46,0,Bašta - motorni program
35868,7909,0,109170.09,109170.09,0,Cipele - Zaštita na radu
35868,7911,41275.2,41275.2,0,2,Zavarivanje - Elektrode - osno
35868,7982,0,40171.53,40171.53,0,Navojne štangle
35868,7983,0,41006.41,41006.41,0,Varifix
35868,7998,814.88,43812.29,42997.41,2,RUČNI ALAT
128065,7806,0,3144.42,3144.42,0,Rukavice - Zaštita na radu
128065,7808,0,2104.9,2104.9,0,Burgije za metal              
128065,7815,10050.37,10050.37,0,4,Radna odeća -Zaštita na radu
128065,7820,0,4980.15,4980.15,0,MASTER mašine                 
128065,7836,0,2671.72,2671.72,0,"Ankeri, tiplovi               "
128065,7842,0,2546.02,2546.02,0,Građevinske burgije           
128065,7849,0,2255.08,2255.08,0,Protivpožarna zaštita
128065,7862,0,3703.58,3703.58,0,Mašinski navoj                
128065,7877,0,2496.33,2496.33,0,Kablovske vezice              
128065,7909,0,8435.19,8435.19,0,Cipele - Zaštita na radu
128065,7982,0,6123.39,6123.39,0,Navojne štangle
128065,7983,0,4205.7,4205.7,0,Varifix
128065,7998,0,4373.59,4373.59,0,RUČNI ALAT
128065,8057,0,2200.69,2200.69,0,Pantalone - Zaštita na radu
128065,8062,0,3970.82,3970.82,0,Radna odela - Zaštita na radu
44047,7800,0,9872.83,9872.83,0,Sijalice                      
44047,7806,0,5796.73,5796.73,0,Rukavice - Zaštita na radu
44047,7820,0,13526.43,13526.43,0,MASTER mašine                 
44047,7838,0,4694.57,4694.57,0,Papiri za brisanje            
44047,7859,0,9790.84,9790.84,0,Podmazivači                   
44047,7860,0,7521.09,7521.09,0,Radionička oprema             
44047,7867,5168.4,5168.4,0,1,DOS lepkovi i Super RTV       
44047,7877,0,10750.33,10750.33,0,Kablovske vezice              
44047,7889,0,4182.79,4182.79,0,Čišćenje ruku                 
44047,7900,0,6393.42,6393.42,0,Antifriz                      
44047,7904,0,5639.83,5639.83,0,Triathlon                     
44047,7905,0,4424.15,4424.15,0,Sredstva za negu i održavanje 
44047,7909,0,5080.93,5080.93,0,Cipele - Zaštita na radu
44047,7998,0,11474.65,11474.65,0,RUČNI ALAT
44047,8059,0,18989.67,18989.67,0,Čistač kočnica
128188,7806,0,6715.61,6715.61,0,Rukavice - Zaštita na radu
128188,7815,0,11611.42,11611.42,0,Radna odeća -Zaštita na radu
128188,7819,0,6993.94,6993.94,0,PUR pene                      
128188,7820,0,14313.57,14313.57,0,MASTER mašine                 
128188,7829,0,5112.6,5112.6,0,Vijci za gips                 
128188,7836,0,4076.87,4076.87,0,"Ankeri, tiplovi               "
128188,7853,0,5715.96,5715.96,0,Rezne ploče          
128188,7867,0,3972.27,3972.27,0,DOS lepkovi i Super RTV       
128188,7870,0,4637.22,4637.22,0,Izolir i vulkanizirajuće trake
128188,7891,0,3400.24,3400.24,0,Lak sprejevi                  
128188,7893,0,5214.65,5214.65,0,Bašta - motorni program
128188,7908,0,5731.05,5731.05,0,Masti                         
128188,7909,0,11483.16,11483.16,0,Cipele - Zaštita na radu
128188,7998,0,7908.36,7908.36,0,RUČNI ALAT
128188,8062,3780.81,3780.81,0,2,Radna odela - Zaštita na radu
2364,7806,29625.65,52228.88,22603.23,6,Rukavice - Zaštita na radu
2364,7815,10764,41626.67,30862.67,14,Radna odeća -Zaštita na radu
2364,7820,0,60452.22,60452.22,0,MASTER mašine                 
2364,7838,25198.68,25198.68,0,1,Papiri za brisanje            
2364,7853,13191.09,22775.83,9584.74,4,Rezne ploče          
2364,7859,8810.4,25493.7,16683.3,1,Podmazivači                   
2364,7862,47572.52,47595.29,22.77,34,Mašinski navoj                
2364,7867,7406.15,23003.75,15597.6,4,DOS lepkovi i Super RTV       
2364,7889,23911.32,26875.76,2964.44,1,Čišćenje ruku                 
2364,7898,0,22966.34,22966.34,0,Zavarivanje - Aparati za zavar
2364,7909,0,64516.12,64516.12,0,Cipele - Zaštita na radu
2364,7986,0,24567.75,24567.75,0,Hidraulična ulja
2364,7998,30709.61,150173.91,119464.3,2,RUČNI ALAT
2364,8059,0,58256.17,58256.17,0,Čistač kočnica
2364,8062,0,28212.53,28212.53,0,Radna odela - Zaštita na radu
126457,7805,0,6498.35,6498.35,0,K+D/MS Polimeri               
126457,7806,173.08,2575.77,2402.69,1,Rukavice - Zaštita na radu
126457,7815,0,15333.52,15333.52,0,Radna odeća -Zaštita na radu
126457,7820,6590,6590,0,1,MASTER mašine                 
126457,7860,0,3644.12,3644.12,0,Radionička oprema             
126457,7868,0,3428.43,3428.43,0,Pneumatska instalacija        
126457,7893,0,17186.24,17186.24,0,Bašta - motorni program
126457,7908,3900,0,0,0,Masti                         
126457,7909,0,8873.77,8873.77,0,Cipele - Zaštita na radu
126457,7973,0,2473.21,2473.21,0,RADNE LAMPE I REFLEKTORI
126457,7992,0,5544.63,5544.63,0,Kompresori
126457,7998,0,29139.1,29139.1,0,RUČNI ALAT
126457,8056,0,4182.27,4182.27,0,Auto Stakla- Tečnosti
126457,8057,0,6664.84,6664.84,0,Pantalone - Zaštita na radu
126457,8059,3035.04,3432.27,397.23,1,Čistač kočnica
126457,8062,0,3263.96,3263.96,0,Radna odela - Zaštita na radu
127726,7806,2071.9,2552.75,480.85,3,Rukavice - Zaštita na radu
127726,7815,0,11844.93,11844.93,0,Radna odeća -Zaštita na radu
127726,7819,0,2594.22,2594.22,0,PUR pene                      
127726,7820,0,6509.68,6509.68,0,MASTER mašine                 
127726,7828,1901.04,0,0,0,Zatezne i trake za nošenje ter
127726,7843,0,3355.14,3355.14,0,Obrada materijala (najlonski d
127726,7860,0,1950.59,1950.59,0,Radionička oprema             
127726,7873,0,3535.35,3535.35,0,Extramont - Tehnicka hemija   
127726,7884,0,2104.97,2104.97,0,Silikoni                      
127726,7893,0,12362.49,12362.49,0,Bašta - motorni program
127726,7895,0,4452.92,4452.92,0,Oprema i sprej za zavarivanje 
127726,7909,0,11166.69,11166.69,0,Cipele - Zaštita na radu
127726,7991,0,2312.26,2312.26,0,Brusne ploče
127726,7994,0,5127.45,5127.45,0,WorkshopR uredjaji
127726,7998,4169.59,4169.59,0,4,RUČNI ALAT
127726,8062,0,7751.17,7751.17,0,Radna odela - Zaštita na radu
102864,7800,490.4,30972.64,30482.24,1,Sijalice                      
102864,7806,0,43905.34,43905.34,0,Rukavice - Zaštita na radu
102864,7815,64430.38,158202.85,93772.47,9,Radna odeća -Zaštita na radu
102864,7820,10990,51726.58,40736.58,1,MASTER mašine                 
102864,7828,0,27810.48,27810.48,0,Zatezne i trake za nošenje ter
102864,7859,713.78,20048.14,19334.36,1,Podmazivači                   
102864,7860,0,28244.96,28244.96,0,Radionička oprema             
102864,7871,0,23238.39,23238.39,0,WOW i Klima stanice                        
102864,7900,0,34839.91,34839.91,0,Antifriz                      
102864,7904,0,105646.91,105646.91,0,Triathlon                     
102864,7909,0,95989.56,95989.56,0,Cipele - Zaštita na radu
102864,7998,77394.18,77394.18,0,9,RUČNI ALAT
102864,8056,7390,18816.26,11426.26,1,Auto Stakla- Tečnosti
102864,8059,6535.3,28426.96,21891.66,2,Čistač kočnica
102864,8062,0,50212.72,50212.72,0,Radna odela - Zaštita na radu
48240,7806,0,1912.59,1912.59,0,Rukavice - Zaštita na radu
48240,7808,0,618.1,618.1,0,Burgije za metal              
