CustomerId,CategoryOfItemsId,Turnover,Potential,UnusedPotential,NoOfItems,Name
116726,7806,2222.46,110419.03,108196.57,1,Rukavice - Zaštita na radu
116726,7815,5881,45911.48,40030.48,5,Radna odeća -Zaštita na radu
116726,7820,28914.63,28914.63,0,1,MASTER mašine                 
116726,7831,1119,0,0,0,Odmašćivači                   
116726,7836,0,21536.49,21536.49,0,"Ankeri, tiplovi               "
116726,7853,0,44083.98,44083.98,0,Rezne ploče          
116726,7859,0,43187.17,43187.17,0,Podmazivači                   
116726,7867,0,27897.18,27897.18,0,DOS lepkovi i Super RTV       
116726,7870,0,36929.06,36929.06,0,Izolir i vulkanizirajuće trake
116726,7884,0,21522.08,21522.08,0,Silikoni                      
116726,7895,0,20028.89,20028.89,0,Oprema i sprej za zavarivanje 
116726,7897,0,26795.43,26795.43,0,Zavarivanje - Žica za zavariva
116726,7909,17768.6,89008.25,71239.65,2,Cipele - Zaštita na radu
116726,7982,0,170747.43,170747.43,0,Navojne štangle
116726,7998,1127.7,69917.91,68790.21,1,RUČNI ALAT
